Region,Project_Number,Report_Title,Link,Filename (MACOSX),Search_Notes,Filename,Processing_Notes,Auto_Summary,Notes
Colombia,AID-EGEE-P-17-00004,RENEWABLE ENERGY AUCTIONS: COLOMBIA’S JOURNEY,https://www.usaid.gov/energy/auction-design-support-colombia/renewable-energy-auctions-redesigned,RENEWABLE ENERGY AUCTIONS- COLOMBIA’S JOURNEY.txt,,RENEWABLE ENERGY AUCTIONS- COLOMBIA’S JOURNEY.txt,,,
Colombia,AID-EGEE-T-16-00001,Global Agricultural Information Network report,https://apps.fas.usda.gov/newgainapi/api/report/downloadreportbyfilename?filename=Cacao%20for%20Peace%20-%20Strengthening%20the%20Colombian%20Cacao%20Extension%20System_Bogota_Colombia_3-7-2017.pdf,Cacao for Peace - Strengthening the Colombian Cacao Extension System_Bogota_Colombia_3-7-2017.pdf,,Cacao for Peace - Strengthening the Colombian Cacao Extension System_Bogota_Colombia_3-7-2017.pdf,,,
Colombia,AID-EGEE-T-16-00001,Global Analysis of Cacao Supply Chain (USAID report):,https://www.purdue.edu/colombia/partnerships/cacaoforpeace/docs/EngC4PbookletsmDoublePage.pdf,EngC4PbookletsmDoublePage.pdf,,EngC4PbookletsmDoublePage.pdf,,,
Colombia,AID-EGEE-T-16-00001,Putting together the puzzle of cocoa in Colombia,"https://blog.ciat.cgiar.org/putting-together-the-puzzle-of-cocoa-in-colombia/,",Putting together the puzzle of cocoa in Colombia.txt,,Putting together the puzzle of cocoa in Colombia.txt,,,
Colombia,AID-EGEE-T-16-00001,Cacao as a Pathway for Peace,https://www.purdue.edu/colombia/newsletters/may2017/newsletter_may17_spotlight.html,Cacao for Peace- Examining the Cacao Supply Chain as a Pathway for Peace in Colombia.txt,,Cacao for Peace- Examining the Cacao Supply Chain as a Pathway for Peace in Colombia.txt,,,
Colombia,AID-EGEE-T-16-00001,The role of cacao for peace in Colombia,,,cannot find,,,,
Colombia,AID-EGEE-T-16-00001,USAID Visual Story,https://stories.usaid.gov/one-bean-at-a-time/,One Bean at a Time - USAID Stories.pdf,,One Bean at a Time - USAID Stories.pdf,No keywords identified,,
Colombia,AID-EGEE-T-16-00001,CfP Feature - Penn State,https://www.psu.edu/feature/2017/03/28/cacao-peace,"Cacao for Peace is an outgrowth of the historic peace accord signed in November 2016 between the Colombian government and the leftist rebels known as the FARC, after 53 years of civil war.txt",,"Cacao for Peace is an outgrowth of the historic peace accord signed in November 2016 between the Colombian government and the leftist rebels known as the FARC, after 53 years of civil war.txt",,,
Colombia,AID-OAA-A-17-00010,RFP - Preparing GoC for a distributed energy resources expansion,https://usea.org/rfp/request-proposal-preparing-government-colombia-distributed-energy-resources-der-expansion,RFP Colombia DER training October 2018 USEA_05082018.pdf,,RFP Colombia DER training October 2018 USEA_05082018.pdf,,,
Colombia,AID-OAA-A-17-00010,Women in Energy - Maria Arango,https://usea.org/article/women-energy-maria-nohemi-arboleda-arango,Women In Energy- Maria Nohemi Arboleda Arango.txt,,Women In Energy- Maria Nohemi Arboleda Arango.txt,,,
Colombia,AID-OAA-TO-17-00011,Factsheet (USAID.gov),https://pdf.usaid.gov/pdf_docs/PA00WK2Q.pdf,PA00WK2Q.pdf,,PA00WK2Q.pdf,,,
Colombia,AID-OAA-TO-17-00011,Factsheet (climatelinks),https://www.climatelinks.org/sites/default/files/asset/document/USAID%20GCC%20Building%20Blocks%20FactSheet.pdf,USAID GCC Building Blocks FactSheet.pdf,,USAID GCC Building Blocks FactSheet.pdf,,,
Colombia,AID-OAA-TO-17-00011,2019 Annual Report,https://www.usaid.gov/energy/scaling-renewables/annual-report-2019,PA00WK2P.pdf,,PA00WK2P.pdf,,,
Colombia,AID-OAA-TO-17-00011,1Q19 Quarterly Report,https://pdf.usaid.gov/pdf_docs/PBAAJ751.pdf,PBAAJ751.pdf,,PBAAJ751.pdf,,,
Dominican Republic,AID-517-A-15-00002,Final evaluation (of all 5 CLIMA mechanisms),https://pdf.usaid.gov/pdf_docs/PA00TDB7.pdf ,PA00TDB7.pdf,,PA00TDB7.pdf,,,
Dominican Republic,AID-517-A-15-00002,Project activity launch (spanish),http://pesantiago.org/inician-acciones-de-proyectos-clima-plan-y-clima-info/,Climate Plan and Climate Info project actions begin.txt,,Climate Plan and Climate Info project actions begin.txt,,,
Dominican Republic,AID-517-A-15-00002,Drought forecast using project data,https://www.intec.edu.do/prensa/notas-de-prensa/item/cientificos-pronostican-sequia-extrema-en-santo-domingo-a-partir-de-2020,Scientists predict extreme drought in Santo Domingo from 2020.txt,,Scientists predict extreme drought in Santo Domingo from 2020.txt,,,
Dominican Republic,AID-517-A-15-00002,New climate information tool enables risk management:,https://www.intec.edu.do/prensa/notas-de-prensa/item/nuevos-medios-de-informacion-climatica-impulsan-gestion-de-riesgos-en-rd,New means of climate information promote risk management in the DR.txt,,New means of climate information promote risk management in the DR.txt,,,
Dominican Republic,AID-517-A-15-00002,Story in El Caribe,https://www.elcaribe.com.do/2018/03/15/intec-y-la-usaid-impulsan-medios-de-informacion-climatica-en-rd/#,Intec and USAID promote climate information media in the DR.txt,,Intec and USAID promote climate information media in the DR.txt,,,
Dominican Republic,AID-517-A-15-00002,Story in Diario Digital,https://diariodigital.com.do/2018/03/08/nuevos-medios-informacion-climatica-impulsan-gestion-riesgos-rd.html,,,,"Identical to line 108, cannot have duplicate project number/filename combos",,
Dominican Republic,AID-517-A-15-00003,Final Report,https://pdf.usaid.gov/pdf_docs/PA00T73H.pdf,PA00T73H.pdf,,PA00T73H.pdf,,,
Dominican Republic,AID-517-A-15-00003,Final evaluation (of all 5 CLIMA mechanisms),https://pdf.usaid.gov/pdf_docs/PA00TDB7.pdf,PA00TDB7.pdf,,PA00TDB7.pdf,,,
Dominican Republic,AID-517-A-15-00003,Project launch,http://cdes.do/inician-acciones-de-proyectos-clima-plan-y-clima-info/,Inician acciones de proyectos Clima Plan y Clima Info - CDES.pdf,,Inician acciones de proyectos Clima Plan y Clima Info - CDES.pdf,,,
Dominican Republic,AID-517-A-15-00003,Institute for International Urban Development,http://i2ud.org/2015/11/mainstreaming-climate-change-adaptation-into-land-use-planning-in-the-dominican-republic/,Mainstreaming Climate Change Adaptation into Land Use Planning in the Dominican Republic.txt,,Mainstreaming Climate Change Adaptation into Land Use Planning in the Dominican Republic.txt,,,
Dominican Republic,AID-517-A-15-00007,Factsheet (spanish),http://fundacionreddom.org/wp-content/uploads/2017/08/Ficha-Reduccion-de-Riesgo-Climatico.pdf,Ficha-Reduccion-de-Riesgo-Climatico.pdf,,Ficha-Reduccion-de-Riesgo-Climatico.pdf,,,
Dominican Republic,AID-517-A-15-00007,Final evaluation (of all 5 CLIMA mechanisms),https://pdf.usaid.gov/pdf_docs/PA00TDB7.pdf,PA00TDB7.pdf,,PA00TDB7.pdf,,,
Dominican Republic,AID-517-A-15-00008,Final evaluation (of all 5 CLIMA mechanisms),"https://pdf.usaid.gov/pdf_docs/PA00TDB7.pdf,",PA00TDB7.pdf,,PA00TDB7.pdf,,,
Dominican Republic,AID-517-A-15-00008,Project Closure (Diario Libre,https://www.diariolibre.com/actualidad/iddi-y-usaid-cierran-proyecto-de-comunidades-resilientes-en-el-interior-del-pais-GP15921421,IDDI and USAID close a project for resilient communities in the interior of the country.txt,,IDDI and USAID close a project for resilient communities in the interior of the country.txt,,,
Dominican Republic,AID-517-A-15-00008,Munucipalities and communities adapting to climate change,http://iddi.org/es/apoyaran-municipios-y-comunidades-adaptarse-al-cambio-climatico/,Municipalities and communities will support adapting to climate change.txt,,Municipalities and communities will support adapting to climate change.txt,,,
Dominican Republic,AID-517-A-16-00001,Factsheet (spanish),http://fundacionreddom.org/wp-content/uploads/2017/08/Ficha-Reduccion-de-Riesgo-Climatico.pdf,Municipalities and communities will support adapting to climate change.txt,,Municipalities and communities will support adapting to climate change.txt,,,
Dominican Republic,AID-517-A-16-00001,Final evaluation (of all 5 CLIMA mechanisms),https://pdf.usaid.gov/pdf_docs/PA00TDB7.pdf,PA00TDB7.pdf,,PA00TDB7.pdf,,,
Ecuador,518-001,Close-out Report,https://pdf.usaid.gov/pdf_docs/PDACN086.pdf,PDACN086.pdf,,PDACN086.pdf,,,
El Salvador,AID-EPP-I-01-04-00023,Final Evaluation Report,https://pdf.usaid.gov/pdf_docs/PDACS769.pdf,PDACS769.pdf,,PDACS769.pdf,,,
El Salvador,AID-EPP-I-01-04-00023,Visitor Profile Report - Montecristo National Park,https://www.scribd.com/document/343116068/1-Perfil-Del-Visitante-Al-Parque-Nacional-Montecristo,,needs a subscription to download,,,,
Guatemala,72052018C00002,Chemonics blog - Thinking and Working Politically,https://www.chemonics.com/blog/the-politics-of-biodiversity-two-experiences-with-thinking-and-working-politically/,What does thinking and working politically on biodiversity projects look like? Carolyn Heaps shares experiences and lessons learned from projects in Guatemala and Indonesia.txt,,The Politics of Biodiversity Two Experiences with Thinking and Working Politically.txt,,,
Guatemala,72052018C00002,Medium blog - Recognizing Connections,https://medium.com/@bridgebiointegration/recognizing-connections-f57fd3c51a2,Recognizing Connections Conserving Guatemala’s Biodiversity by Strengthening Governance.txt,,Recognizing Connections Conserving Guatemalas Biodiversity by Strengthening Governance.txt,,,
Guatemala,72052018CA00001,Project launch,https://ncbaclusa.coop/blog/feed-the-future-launches-new-coffee-value-chain-project-in-guatemala/,Feed the Future Launches New Coffee Value Chain Project in Guatemala.txt,,Feed the Future Launches New Coffee Value Chain Project in Guatemala.txt,,,
Guatemala,72052018CA00001,Bean-to-Cup story,https://ncbaclusa.coop/blog/telling-coffees-bean-to-cup-story-through-cooperatives/,Telling Coffee’s Bean-To-Cup Story Through Cooperatives.txt,,Telling Coffee’s Bean-To-Cup Story Through Cooperatives.txt,,,
Guatemala,72052018CA00001,Workshop series on masculinity,https://ncbaclusa.coop/blog/workshop-series-addresses-traditional-masculinity-and-gender-norms-in-the-coffee-value-chain./,Workshop series addresses traditional masculinity and gender norms in the coffee value chain.txt,,Workshop series addresses traditional masculinity and gender norms in the coffee value chain.txt,,,
Guatemala,72052018CA00001,Food security helps female farmers,https://share.america.gov/how-u-s-increases-food-security-helps-female-farmers/,How the U.S. increases food security by helping female farmers.txt,,How the U.S. increases food security by helping female farmers.txt,,,
Guatemala,AID-520-A-13-00001,Final Evaluation Report (spanish),https://pdf.usaid.gov/pdf_docs/PA00N4CR.pdf,PA00N4CR.pdf,,PA00N4CR.pdf,,,
Guatemala,AID-520-A-13-00001,New Project will Contribute to Mitigating Effects of Climate Change in Guatemala,https://www.rainforest-alliance.org/press-releases/program-cncg-guatemala,New Project will Contribute to Mitigating Effects of Climate Change in Guatemala.txt,,New Project will Contribute to Mitigating Effects of Climate Change in Guatemala.txt,,,
Guatemala,AID-520-A-13-00001,Rainwater Harvesting Helps Ease Drought Impacts in Guatemala,https://www.rainforest-alliance.org/articles/rainwater-harvesting-helps-ease-drought-impacts-guatemala,Rainwater Harvesting Helps Ease Drought Impacts in Guatemala.txt,,Rainwater Harvesting Helps Ease Drought Impacts in Guatemala.txt,,,
Guatemala,AID-520-A-13-00001,Case Study: Smallholder Forestry Creating Benefits at Scale,https://www.rainforest-alliance.org/case-studies/aforq-smallholder-forestry-guatemala,"Smallholder Forestry Creating Benefits at Scale- The Case of the Quiché Forestry Association, Guatemala.txt",,"Smallholder Forestry Creating Benefits at Scale- The Case of the Quiche Forestry Association, Guatemala.txt",,,
Guatemala,AID-520-A-13-00001,Getting Ahead of Climate Change,https://www.rainforest-alliance.org/articles/getting-ahead-climate-change-guatemala-western-highlands,Getting Ahead of Climate Change in Guatemala’s Western Highlands.txt,,Getting Ahead of Climate Change in Guatemala’s Western Highlands.txt,,,
Guatemala,AID-520-A-16-00006,Annual Report (2017),https://pdf.usaid.gov/pdf_docs/PA00TC31.pdf,PA00TC31.pdf,,PA00TC31.pdf,,,
Guatemala,AID-520-A-16-00006,Covid-19 economic impacts,https://res.cloudinary.com/webuvg/image/upload/v1591403703/WEB/Investigacion/Observatorio%20economico%20sostenible/Publicaciones/Buenas_noticias_y_malas_noticias_de_la_economia_durante_COVID-19.pdf,Buenas_noticias_y_malas_noticias_de_la_economia_durante_COVID-19.pdf,,Buenas_noticias_y_malas_noticias_de_la_economia_durante_COVID-19.pdf,,,
Guatemala,AID-520-A-16-00006,Labor policy during Covid-19,https://res.cloudinary.com/webuvg/image/upload/v1591403708/WEB/Investigacion/Observatorio%20economico%20sostenible/Publicaciones/Analisis_comparativo_politicas_laborales_COVID-19_UVG_30_may_2020.pdf,Analisis_comparativo_politicas_laborales_COVID-19_UVG_30_may_2020.pdf,,Analisis_comparativo_politicas_laborales_COVID-19_UVG_30_may_2020.pdf,,,
Guatemala,AID-520-A-16-00006,Economic principles and Covid-19,https://res.cloudinary.com/webuvg/image/upload/v1591403707/WEB/Investigacion/Observatorio%20economico%20sostenible/Publicaciones/Entendiendo_principios_economicos_para_enfrentar_el_impacto_economico_del_COVID-19_ver_8_abr_2020.pdf,Entendiendo_principios_economicos_para_enfrentar_el_impacto_economico_del_COVID-19_ver_8_abr_2020.pdf,,Entendiendo_principios_economicos_para_enfrentar_el_impacto_economico_del_COVID-19_ver_8_abr_2020.pdf,,,
Guatemala,AID-520-A-16-00006,Looking for the new normal since Covid-19,https://res.cloudinary.com/webuvg/image/upload/v1592231425/WEB/Investigacion/Observatorio%20economico%20sostenible/Publicaciones/2_Nueva_normalidad_y_COVID19_OES-UVG_3_jun_2020_B.pdf,2_Nueva_normalidad_y_COVID19_OES-UVG_3_jun_2020_B.pdf,,2_Nueva_normalidad_y_COVID19_OES-UVG_3_jun_2020_B.pdf,,,
Guatemala,AID-520-A-16-00006,Project Launch (CRN Noticias),https://crnnoticias.com/la-uvg-y-usaid-lanzan-el-proyecto-observatorio-economico-sostenible/,"EMPRESARIALLa UVG and USAID launch the project ""Sustainable Economic Observatory"".txt",,EMPRESARIALLa UVG and USAID launch the project _Sustainable Economic Observatory_.txt,,,
Guatemala,AID-520-A-16-00006,Project Launch (PubliNews),https://www.publinews.gt/gt/tendencias/2017/07/18/universidad-del-valle-y-usaid-lanzan-iniciativa-observatorio-economico-sostenible.html,Universidad del Valle and USAID launch the Sustainable Economic Observatory of Guatemala.txt,,Universidad del Valle and USAID launch the Sustainable Economic Observatory of Guatemala.txt,,,
Guatemala,AID-520-A-17-00006,Asobagri partnership with Popoyan/USAID,https://www.asobagri.com.gt/1167-2/,ASOBAGRI firmly accepts the project in partnership with POPOYAN- USAID.txt,,ASOBAGRI firmly accepts the project in partnership with POPOYAN- USAID.txt,,,
Guatemala,AID-520-C-13-00001,Quarterly report 3Q17,https://pdf.usaid.gov/pdf_docs/PA00N39M.pdf,PA00N39M.pdf,,PA00N39M.pdf,,,
Guatemala,AID-520-C-14-00002,Factsheet (spanish),https://nexoslocales.com/wp-content/uploads/2016/03/fact-sheet-Espanol.pdf,fact-sheet-Espanol.pdf,,fact-sheet-Espanol.pdf,,,
Guatemala,AID-520-C-14-00002,Annual Report (2018),https://pdf.usaid.gov/pdf_docs/PA00TJP8.pdf,PA00TJP8.pdf,,PA00TJP8.pdf,,,
Guatemala,AID-520-C-14-00002,Publications on project site,https://nexoslocales.com/category/publicaciones/,HERRAMIENTA CENTRO DE COSTOS.txt,,HERRAMIENTA CENTRO DE COSTOS.txt,,,
Guatemala,AID-520-C-14-00002,Assisting mulicipalities to improve governance (DAI),https://dai-global-developments.com/articles/in-guatemala-assisting-municipalities-to-improve-governance-services-and-stability,"In Guatemala, Assisting Municipalities to Improve Governance, Services, and Self-Reliance.txt",,"In Guatemala, Assisting Municipalities to Improve Governance, Services, and Self-Reliance.txt",,,
Guatemala,AID-520-C-14-00002,U.S. Guatemala ambassador visits project,https://gt.usembassy.gov/local-nexus-of-usaid-guatemala-in-sacapulas-quiche-promotes-transparent-municipal-governments/,"Local Nexus of USAID Guatemala in Sacapulas, Quiché promotes transparent municipal governments.txt",,"Local Nexus of USAID Guatemala in Sacapulas, Quiche promotes transparent municipal governments.txt",,,
Guatemala,AID-520-C-14-00003,Annual Report (2015),https://pdf.usaid.gov/pdf_docs/PA00TJQJ.pdf,PA00TJQJ.pdf,,PA00TJQJ.pdf,,,
Guatemala,AID-520-C-14-00003,National LEDS Strategy,http://www.climatestrategies.us/library/library/view/1224,Guatemala Estrategia de Desarrollo con Bajas Emisiones 2018 FINAL_v2.pdf,,Guatemala Estrategia de Desarrollo con Bajas Emisiones 2018 FINAL_v2.pdf,,,
Guatemala,AID-520-C-14-00003,Lessons learned from climate action planning (RTI),https://www.rti.org/insights/usaid-guatemala-leds-project-private-sector-engagement,Four Key Ways to Successfully Engage the Private Sector in Development Projects- Lessons Learned from Climate Action Planning in Guatemala.txt,,Four Key Ways to Successfully Engage the Private Sector in Development Projects- Lessons Learned from Climate Action Planning in Guatemala.txt,,,
Guatemala,AID-520-C-14-00003,Adapting international methodologies to local contexts,https://www.rti.org/insights/adapting-international-methodologies-local-contexts-successful-policy-planning-and-design,Adapting International Methodologies to Local Contexts for Successful Policy Planning and Design.txt,,Adapting International Methodologies to Local Contexts for Successful Policy Planning and Design.txt,,,
Guatemala,AID-520-C-14-00003,LEDS Experience (WRI),http://www.climatestrategies.us/library/library/view/1224,,Link does not work,,,,
Guatemala,AID-520-C-14-00003,Interview with Jose Raul Furlan Castaneda,https://medium.com/@RTI_INTL_DEV/the-sustainable-development-of-guatemala-an-interview-with-jose-raul-furlan-castaneda-46cb22c82119,The sustainable development of Guatemala- an interview with Jose Raul Furlan Castaneda.txt,,The sustainable development of Guatemala- an interview with Jose Raul Furlan Castaneda.txt,,,
Guatemala,AID-520-C-14-00003,CCS and Guatemala create a new private-sector driven plan,http://www.climatestrategies.us/articles/articles/view/160,CCS AND GUATEMALA CREATE A NEW PRIVATE SECTOR DRIVEN PLAN.txt,,CCS AND GUATEMALA CREATE A NEW PRIVATE SECTOR DRIVEN PLAN.txt,,,
Haiti,72052118F00004,Infrastructure sector assessment in Haiti,https://pdf.usaid.gov/pdf_docs/PA00TT6Z.pdf,PA00TT6Z.pdf,,PA00TT6Z.pdf,,,
Haiti,72052118IO00002,Agreement signed (PADF),https://www.padf.org/news/haiti-partnership-with-ayiti-community-trust-and-padf-to-strengthen-haitian-environment-civic-participation-and-entrepreneurship,,Report does not exist anymore,,,,
Haiti,AID-521-A-00-07-00001,Final Report:,https://www.globalcommunities.org/publications/2012-haiti-kata-publication.pdf,2012-haiti-kata-publication.pdf,,2012-haiti-kata-publication.pdf,,,
Haiti,AID-521-A-00-07-00001,Value chain approach assessment in KATA projects,https://www.enterprise-development.org/wp-content/uploads/mR-93.pdf,mR-93.pdf,,mR-93.pdf,,,
Haiti,AID-521-A-00-07-00001,Garment facility to train workers (Devex),https://www.devex.com/news/usaid-to-train-haitian-garment-workers-in-new-center-69071,USAID to Train Haitian Garment Workers in New Center.txt,,USAID to Train Haitian Garment Workers in New Center.txt,,,
Haiti,AID-521-A-00-07-00001,Garment training center (USAID),https://2012-2017.usaid.gov/news-information/press-releases/new-usaid-funded-haiti-apparel-center-provide-training-thousands,NEW USAID-FUNDED HAITI APPAREL CENTER TO PROVIDE TRAINING TO THOUSANDS OF HAITIANS IN THE GARMENT INDUSTRY Project Promotes Economic Opportunity and Benefits of U.S. Trade Legislation.txt,,NEW USAID-FUNDED HAITI APPAREL CENTER TO PROVIDE TRAINING TO THOUSANDS OF HAITIANS IN THE GARMENT INDUSTRY Project Promotes Economic Opportunity and Benefits of U.S. Trade Legislation.txt,,,
Haiti,AID-521-A-00-07-00001,Apparrel center (Metropole Haiti) (french),http://metropolehaiti.com/metropole/full_une_fr.php?id=18121,Inauguration of a new training center in Port-au-Prince.txt,,Inauguration of a new training center in Port-au-Prince.txt,,,
Haiti,AID-521-A-00-07-00001,Road building (GC),http://metropolehaiti.com/metropole/full_une_fr.php?id=18121,Building the road out of pverty for the community of the most dangerous place on earth.txt,,Building the road out of pverty for the community of the most dangerous place on earth.txt,,,
Haiti,AID-521-A-00-07-00001,Heavy machinery training (GC),https://www.globalcommunities.org/node/33968,CHF-trained Heavy Machine Operators Helping to Rebuild Haiti.txt,,CHF-trained Heavy Machine Operators Helping to Rebuild Haiti.txt,,,
Haiti,AID-521-A-00-07-00001,Hurricaine assistance (GC),https://www.globalcommunities.org/node/34549,"Working to Protect their City – Hurricane Protection Success in Gonaives, Haiti.txt",,"Working to Protect their City – Hurricane Protection Success in Gonaives, Haiti.txt",,,
Haiti,AID-521-A-17-00011,Factsheet - Reforestation in Haiti (2020),https://www.usaid.gov/sites/default/files/documents/1862/USAID_Haiti_Reforestation_Fact_Sheet_-_January_2020.pdf,USAID_Haiti_Reforestation_Fact_Sheet_-_January_2020.pdf,,USAID_Haiti_Reforestation_Fact_Sheet_-_January_2020.pdf,,,
Haiti,AID-521-A-17-00011,Annual Report (2018),https://pdf.usaid.gov/pdf_docs/PA00WBJC.pdf,PA00WBJC.pdf,,PA00WBJC.pdf,,,
Haiti,AID-521-A-17-00011,Project launch (Haiti Libre) (french),https://www.haitilibre.com/article-23217-haiti-usa-important-projet-de-reboisement-dans-les-departements-du-nord-et-du-nord-est.html,Haiti - USA- Important reforestation project in the North and North-East departments.txt,,Haiti - USA- Important reforestation project in the North and North-East departments.txt,,,
Haiti,AID-521-A-17-00011,Project launch (US Embassy),https://ht.usembassy.gov/pr-1112018/,U.S. Government and Government of Haiti Officials Launch New Project to Combat Deforestation.txt,,U.S. Government and Government of Haiti Officials Launch New Project to Combat Deforestation.txt,,,
Haiti,AID-521-A-17-00011,Project launch (Chemonics),https://chemonics.com/news/addressing-environmental-degradation-in-haiti/,Chemonics launches a project in northern Haiti to counter deforestation and promote community resilience..txt,,Chemonics launches a project in northern Haiti to counter deforestation and promote community resilience..txt,,,
Haiti,AID-521-A-17-00011,Reforestation - more than just planting trees (Chemonics),https://chemonics.com/blog/reforestation-more-than-just-planting-trees/,Reforestation- More Than Just Planting Trees.txt,,Reforestation- More Than Just Planting Trees.txt,,,
Haiti,AID-521-C-13-00006,Midterm performance evaluation,https://pdf.usaid.gov/pdf_docs/PA00N69Z.pdf,PA00N69Z.pdf,,PA00N69Z.pdf,,,
Haiti,AID-521-C-13-00006,OIG report,https://oig.usaid.gov/sites/default/files/2018-06/1-521-16-001-p.pdf,1-521-16-001-p.pdf,,1-521-16-001-p.pdf,,,
Haiti,AID-521-C-13-00006,Oxfam project assessment,https://assets.oxfamamerica.org/media/documents/USAIDs-AVANSE-Project-Haiti-Research-backgrounder-Oxfam.pdf,USAIDs-AVANSE-Project-Haiti-Research-backgrounder-Oxfam.pdf,,USAIDs-AVANSE-Project-Haiti-Research-backgrounder-Oxfam.pdf,,,
Haiti,AID-521-C-13-00006,PEA and AVANSE,https://www.marketlinks.org/post/political-economy-analysis-sheds-light-farmer-behavior-northern-haiti,Political Economy Analysis Sheds Light on Farmer Behavior in Northern Haiti.txt,,Political Economy Analysis Sheds Light on Farmer Behavior in Northern Haiti.txt,,,
Haiti,AID-521-C-13-00007,OIG Audit,https://oig.usaid.gov/sites/default/files/2018-11/9-521-19-001-P.pdf,9-521-19-001-P.pdf,,9-521-19-001-P.pdf,,,
Haiti,AID-521-C-13-00007,Project extension (NRECA),https://www.electric.coop/nreca-international-to-extend-operation-of-haitis-pilot-power-project/,NRECA International to Extend Operation of Haiti’s Pilot Power Project.txt,,NRECA International to Extend Operation of Haitis Pilot Power Project.txt,,,
Haiti,AID-521-C-13-00007,Project brings 24/7 power to North (Haiti Libre) (french),https://www.haitilibre.com/article-9015-haiti-social-$24mm-de-l-usaid-pour-de-l-electricite-24-24-dans-le-nord.html,Haiti - Social- $ 24MM from USAID for 24 hour electricity in the North.txt,,Haiti - Social- $ 24MM from USAID for 24 hour electricity in the North.txt,,,
Haiti,AID-521-C-13-00007,Inaugural meeting and board election (ICA),https://www.ica.coop/en/media/news/haiti-electric-cooperative-holds-inaugural-meeting-and-board-election,Haiti Electric Cooperative Holds Inaugural Meeting and Board Election.txt,,Haiti Electric Cooperative Holds Inaugural Meeting and Board Election.txt,,,
Haiti,AID-521-C-13-00007,Haiti plans O&M PPP for power plant (IJ Global),https://ijglobal.com/articles/106607/haiti-plans-o-and-m-ppp-for-caracol-power-plant,Haiti plans O&M PPP for Caracol power plant.txt,,Haiti plans O&M PPP for Caracol power plant.txt,,,
Haiti,AID-521-P-17-00001,,,,no write ups visible,,,,
Honduras,522-IL-522-0502-004,Honduran Embassy Factsheet,https://hn.usembassy.gov/fact-sheet-dry-corridor-alliance-investments-results/,Fact Sheet- Dry Corridor Alliance Investments and Results.txt,,Fact Sheet- Dry Corridor Alliance Investments and Results.txt,,,
Honduras,522-IL-522-0502-004,OIG Financial Audit,https://oig.usaid.gov/node/3586,9-522-20-006-R.pdf,,9-522-20-006-R.pdf,,,
Honduras,522-IL-522-0502-004,Bulletein - June 2018 (US Embassy in Honduras),http://www.chfhonduras.org/wp-content/uploads/2019/02/boletin-estadistico-mensual-junio-2018-Microcuencas.pdf,ALLIANCE FOR THE DRY CORRIDOR - USAID.txt,,ALLIANCE FOR THE DRY CORRIDOR - USAID.txt,,,
Honduras,522-IL-522-0502-004,Fostering resilience for farmers and famillies (Creative Associates):,https://specialreports.creativeassociatesinternational.com/lac/honduras-fostering-resilience-for-farmers-and-families/,,no article availible,,,,
Honduras,AID-522-C-15-00001,Final report,https://pdf.usaid.gov/pdf_docs/PA00W96K.pdf,PA00W96K.pdf,,PA00W96K.pdf,,,
Honduras,AID-522-C-15-00001,Gender integration strategy,https://photos.state.gov/libraries/honduras/23248/misc/sol-522-15-000014_genintstrat.pdf,sol-522-15-000014_genintstrat.pdf,,sol-522-15-000014_genintstrat.pdf,,,
Honduras,AID-522-C-15-00001,Success story - :Irrigation technology promotes diverse planting and new income sources,https://www.fintrac.com/success-stories/irrigation-honduras,"Irrigation Technology Promotes Diverse Planting, New Incomes.txt",,"Irrigation Technology Promotes Diverse Planting, New Incomes.txt",,,
Honduras,AID-522-C-15-00001,Success story - Knowledge key to promoting new income sources,https://www.fintrac.com/success-stories/knowledge-honduras,Knowledge Key to Unlocking New Income Sources.txt,,Knowledge Key to Unlocking New Income Sources.txt,,,
Honduras,AID-522-TO-16-00006,Annual Report (2019),https://pdf.usaid.gov/pdf_docs/PA00WFSK.pdf,PA00WFSK.pdf,,PA00WFSK.pdf,,,
Honduras,AID-522-TO-16-00006,University festival of Lenca Women (sponsored by GEMA),https://presencia.unah.edu.hn/noticias/curc-usaid-y-la-alcaldia-de-comayagua-realizaran-primer-festival-universitario-de-la-mujer-lenca/,"CURC, USAID and the Comayagua Mayor's Office will hold the first Lenca Women's University Festival.txt",,"CURC, USAID and the Comayagua Mayor's Office will hold the first Lenca Women's University Festival.txt",,,
Jamaica,AID-532-LA-15-00002,Factsheet,https://www.usaid.gov/documents/1862/jamaica-reeach,FACT_SHEET-_JAREEACH_11-_MARCH_2018.pdf,,FACT_SHEET-_JAREEACH_11-_MARCH_2018.pdf,,,
Jamaica,AID-532-LA-15-00002,Annual Report (2018),https://pdf.usaid.gov/pdf_docs/PA00TJMC.pdf,PA00TJMC.pdf,,PA00TJMC.pdf,,,
Jamaica,AID-532-LA-15-00002,Ja REEACH II Quarterly Newsletters,https://issuu.com/jareeach,,7 different newsletters?,,,,
Jamaica,AID-532-LA-15-00002,Lessons Learned from Jamaica's Climate Change Portfolio,https://www.climatelinks.org/file/5481/download?token=PyeJbRZn,2019_USAID_Chemonics_Jamaica Lessons Learned Report.pdf,,2019_USAID_Chemonics_Jamaica Lessons Learned Report.pdf,,,
Jamaica,AID-532-TO-15-00003,Factsheet,https://www.usaid.gov/documents/1862/usaid-caribbean-clean-energy-program-carcep,FACT_SHEET-_CARCEP-_MARCH_2018.pdf,,FACT_SHEET-_CARCEP-_MARCH_2018.pdf,,,
